id,shiftDate,timeIn,timeOut,shiftType,largestTip,smallestTip,stiffed,bwl,sales,tipout,totalWalkedWith,tipPercent,ppa,comments,breakthroughs,isReal,createdAt,updatedAt,JobId,UserId
5335,2015-10-03,11:00:00,19:15:00,double,33,8,0,9,1071,85.68,117.81,18,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5336,2015-10-02,11:00:00,19:15:00,double,42,8,0,9,1005,70.35,99.5,16,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5337,2015-10-01,11:00:00,19:15:00,double,50,4,0,12,614,49.12,49.12,16,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5338,2015-09-30,11:00:00,19:15:00,double,37,6,0,8,546,32.76,96.1,22,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5339,2015-09-27,11:00:00,19:15:00,double,53,10,0,8,1204,84.28,132.44,17,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5340,2015-09-26,11:00:00,19:15:00,double,35,14,0,18,1186,83.02,169.6,20,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5341,2015-09-25,11:00:00,19:15:00,double,25,15,0,7,662,52.96,52.96,16,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5342,2015-09-24,11:00:00,19:15:00,double,37,5,0,10,605,42.35,87.12,19,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5343,2015-09-23,11:00:00,19:15:00,double,42,12,0,10,430,25.8,67.08,19,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5344,2015-09-20,11:00:00,19:15:00,double,24,7,0,9,914,73.12,153.55,22,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5345,2015-09-19,11:00:00,19:15:00,double,30,9,0,8,817,57.19,80.88,16,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5346,2015-09-18,11:00:00,19:15:00,double,59,12,0,11,684,47.88,82.08,17,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5347,2015-09-17,11:00:00,19:15:00,double,54,8,0,10,513,30.78,98.5,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5348,2015-09-16,11:00:00,19:15:00,double,23,11,0,9,535,32.1,80.25,21,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5349,2015-09-13,11:00:00,19:15:00,double,46,14,0,12,534,32.04,93.98,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5350,2015-09-12,11:00:00,19:15:00,double,36,6,0,14,1600,128,192,18,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5351,2015-09-11,11:00:00,19:15:00,double,58,14,0,13,1030,72.1,133.9,20,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5352,2015-09-10,11:00:00,19:15:00,double,31,4,0,7,1039,72.73,124.68,19,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5353,2015-09-09,11:00:00,19:15:00,double,23,11,0,12,826,57.82,123.9,22,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5354,2015-09-06,11:00:00,19:15:00,double,23,5,0,11,624,37.44,93.6,21,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5355,2015-09-05,11:00:00,19:15:00,double,31,14,0,13,1415,84.9,233.48,21,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5356,2015-09-04,11:00:00,19:15:00,double,59,15,0,14,675,40.5,74.25,17,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5357,2015-09-03,11:00:00,19:15:00,double,25,8,0,5,728,58.24,87.36,20,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5358,2015-09-02,11:00:00,19:15:00,double,58,12,1,10,857,59.99,102.84,17,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5359,2015-08-30,11:00:00,19:15:00,double,56,6,0,10,823,65.84,128.39,21,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5360,2015-08-29,11:00:00,19:15:00,double,28,4,0,17,984,68.88,108.24,17,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5361,2015-08-28,11:00:00,19:15:00,double,48,4,0,9,722,43.32,86.64,18,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5362,2015-08-27,11:00:00,19:15:00,double,49,5,0,6,982,78.56,88.38,17,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5363,2015-08-26,11:00:00,19:15:00,double,28,10,0,5,1130,90.4,101.7,17,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5364,2015-08-23,11:00:00,19:15:00,double,33,5,0,9,1158,69.48,138.96,16,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5365,2015-08-22,11:00:00,19:15:00,double,45,9,0,11,721,57.68,79.31,18,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5366,2015-08-21,11:00:00,19:15:00,double,59,5,0,12,1045,83.6,135.85,21,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5367,2015-08-20,11:00:00,19:15:00,double,23,13,0,11,1033,82.64,161.15,21,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5368,2015-08-19,11:00:00,19:15:00,double,37,12,0,6,948,56.88,104.28,16,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5369,2015-08-16,11:00:00,19:15:00,double,52,11,0,10,612,48.96,61.2,18,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5370,2015-08-15,11:00:00,19:15:00,double,28,14,0,13,1348,94.36,161.76,19,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5371,2015-08-14,11:00:00,19:15:00,double,32,6,0,7,1247,99.76,134.68,17,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5372,2015-08-13,11:00:00,19:15:00,double,28,13,0,9,481,28.86,84.66,22,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5373,2015-08-12,11:00:00,19:15:00,double,51,11,0,9,848,50.88,162.82,22,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5374,2015-08-09,11:00:00,19:15:00,double,56,5,0,13,1140,79.8,175.56,21,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5375,2015-08-08,11:00:00,19:15:00,double,53,9,0,13,981,68.67,129.49,18,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5376,2015-08-07,11:00:00,19:15:00,double,40,15,0,16,821,49.26,106.73,19,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5377,2015-08-06,11:00:00,19:15:00,double,50,5,0,8,751,45.06,90.87,17,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5378,2015-08-05,11:00:00,19:15:00,double,22,9,0,12,1103,88.24,154.42,22,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5379,2015-08-02,11:00:00,19:15:00,double,32,15,0,6,1039,83.12,112.21,17,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5380,2015-08-01,11:00:00,19:15:00,double,43,11,0,18,848,50.88,130.59,20,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5381,2015-07-31,11:00:00,19:15:00,double,60,14,0,10,1199,71.94,172.66,18,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5382,2015-07-30,11:00:00,19:15:00,double,53,14,0,8,1046,73.22,104.6,17,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5383,2015-07-29,11:00:00,19:15:00,double,54,12,0,6,759,60.72,83.49,18,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5384,2015-07-26,11:00:00,19:15:00,double,53,9,0,13,828,66.24,99.36,20,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5385,2015-07-25,11:00:00,19:15:00,double,25,5,0,16,983,58.98,127.79,19,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5386,2015-07-24,11:00:00,19:15:00,double,46,9,0,10,903,54.18,135.45,21,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5387,2015-07-23,11:00:00,19:15:00,double,39,14,0,8,566,33.96,73.58,19,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5388,2015-07-22,11:00:00,19:15:00,double,53,10,0,11,594,47.52,78.41,19,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5389,2015-07-19,11:00:00,19:15:00,double,25,7,0,8,558,44.64,80.35,20,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5390,2015-07-18,11:00:00,19:15:00,double,44,11,0,16,1568,125.44,188.16,20,58,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5391,2015-07-17,11:00:00,19:15:00,double,50,5,0,16,913,73.04,109.56,18,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5392,2015-07-16,11:00:00,19:15:00,double,28,7,0,12,465,32.55,66.96,19,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5393,2015-07-15,11:00:00,19:15:00,double,34,10,0,7,1191,83.37,117.91,16,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5394,2015-07-12,11:00:00,19:15:00,double,28,8,0,6,1077,64.62,107.7,16,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5395,2015-07-11,11:00:00,19:15:00,double,20,9,0,8,956,57.36,147.22,20,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5396,2015-07-10,11:00:00,19:15:00,double,46,4,0,9,1162,69.72,167.33,18,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5397,2015-07-09,11:00:00,19:15:00,double,55,5,0,12,721,50.47,87.24,18,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5398,2015-07-08,11:00:00,19:15:00,double,25,9,0,10,583,34.98,64.13,17,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5399,2015-07-05,11:00:00,19:15:00,double,45,10,0,11,570,39.9,75.24,19,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5400,2015-07-04,11:00:00,19:15:00,double,50,13,0,10,1424,113.92,156.64,19,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5401,2015-07-03,11:00:00,19:15:00,double,28,15,0,12,1142,91.36,175.87,22,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5402,2015-07-02,11:00:00,19:15:00,double,51,5,0,8,1067,85.36,117.37,19,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5403,2015-07-01,11:00:00,19:15:00,double,60,12,0,6,906,63.42,108.72,19,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5404,2015-06-28,11:00:00,19:15:00,double,53,12,0,10,996,59.76,120.52,17,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5405,2015-06-27,11:00:00,19:15:00,double,35,14,0,16,1377,96.39,165.24,19,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5406,2015-06-26,11:00:00,19:15:00,double,46,4,0,12,1170,93.6,152.1,21,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5407,2015-06-25,11:00:00,19:15:00,double,48,5,0,12,1028,82.24,158.31,22,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5408,2015-06-24,11:00:00,19:15:00,double,57,11,0,8,708,56.64,85.67,19,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5409,2015-06-21,11:00:00,19:15:00,double,28,4,0,12,1227,73.62,159.51,19,34,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5410,2015-06-20,11:00:00,19:15:00,double,27,10,0,10,1498,89.88,287.62,22,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5411,2015-06-19,11:00:00,19:15:00,double,59,9,0,10,905,54.3,173.76,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5412,2015-06-18,11:00:00,19:15:00,double,39,7,0,7,640,38.4,64,16,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5413,2015-06-17,11:00:00,19:15:00,double,26,12,0,9,732,58.56,87.84,18,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5414,2015-06-14,11:00:00,19:15:00,double,56,10,0,7,1081,64.86,155.66,18,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5415,2015-06-13,11:00:00,19:15:00,double,33,14,0,16,1103,66.18,145.6,18,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5416,2015-06-12,11:00:00,19:15:00,double,47,13,0,14,1264,75.84,227.52,21,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5417,2015-06-11,11:00:00,19:15:00,double,32,11,0,7,797,63.76,124.33,21,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5418,2015-06-10,11:00:00,19:15:00,double,49,10,0,8,1086,86.88,167.24,22,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5419,2015-06-07,11:00:00,19:15:00,double,40,8,0,9,922,64.54,152.13,22,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5420,2015-06-06,11:00:00,19:15:00,double,50,6,0,18,1540,107.8,152.46,16,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5421,2015-06-05,11:00:00,19:15:00,double,24,15,0,8,793,55.51,79.3,17,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5422,2015-06-04,11:00:00,19:15:00,double,31,11,0,7,1006,60.36,181.08,21,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5423,2015-06-03,11:00:00,19:15:00,double,57,8,0,10,835,66.8,110.22,20,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5424,2015-05-31,11:00:00,19:15:00,double,27,12,0,7,1120,89.6,161.28,20,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5425,2015-05-30,11:00:00,19:15:00,double,49,6,0,18,1249,74.94,192.35,20,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5426,2015-05-29,11:00:00,19:15:00,double,21,10,0,16,829,49.74,99.48,18,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5427,2015-05-28,11:00:00,19:15:00,double,60,11,0,11,1181,70.86,226.75,22,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5428,2015-05-27,11:00:00,19:15:00,double,33,8,0,10,454,36.32,49.94,19,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5429,2015-05-24,11:00:00,19:15:00,double,25,15,0,9,757,60.56,105.98,22,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5430,2015-05-23,11:00:00,19:15:00,double,39,4,0,16,1158,69.48,162.12,20,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5431,2015-05-22,11:00:00,19:15:00,double,32,11,0,14,1046,62.76,156.9,21,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5432,2015-05-21,11:00:00,19:15:00,double,25,8,0,7,1032,82.56,99.07,16,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5433,2015-05-20,11:00:00,19:15:00,double,35,9,0,8,658,46.06,101.33,21,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5434,2015-05-17,11:00:00,19:15:00,double,56,11,0,10,1056,84.48,139.39,20,32,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5435,2015-05-16,11:00:00,19:15:00,double,37,5,0,18,776,62.08,130.37,22,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5436,2015-05-15,11:00:00,19:15:00,double,48,5,0,13,1325,92.75,143.1,16,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5437,2015-05-14,11:00:00,19:15:00,double,41,7,0,11,1012,60.72,133.58,17,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5438,2015-05-13,11:00:00,19:15:00,double,31,15,0,7,670,53.6,72.36,17,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5439,2015-05-10,11:00:00,19:15:00,double,38,14,0,10,707,42.42,116.66,21,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5440,2015-05-09,11:00:00,19:15:00,double,31,6,0,12,1195,83.65,200.76,21,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5441,2015-05-08,11:00:00,19:15:00,double,58,14,0,11,1033,72.31,154.95,22,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5442,2015-05-07,11:00:00,19:15:00,double,59,7,0,5,846,50.76,162.43,22,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5443,2015-05-06,11:00:00,19:15:00,double,23,5,0,12,609,36.54,87.7,18,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5444,2015-05-03,11:00:00,19:15:00,double,23,12,0,6,901,72.08,128.84,21,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5445,2015-05-02,11:00:00,19:15:00,double,60,14,0,8,975,68.25,160.88,22,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5446,2015-05-01,11:00:00,19:15:00,double,46,15,0,16,1393,83.58,214.52,20,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5447,2015-04-30,11:00:00,19:15:00,double,44,14,0,8,1146,91.68,178.78,21,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5448,2015-04-29,11:00:00,19:15:00,double,23,4,0,10,720,50.4,108,22,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5449,2015-04-26,11:00:00,19:15:00,double,25,14,0,12,886,70.88,70.88,16,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5450,2015-04-25,11:00:00,19:15:00,double,36,8,0,16,1117,89.36,107.23,16,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5451,2015-04-24,11:00:00,19:15:00,double,40,10,0,12,988,79.04,154.13,21,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5452,2015-04-23,11:00:00,19:15:00,double,45,5,0,10,776,54.32,85.36,17,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5453,2015-04-22,11:00:00,19:15:00,double,30,14,0,7,677,40.62,74.47,16,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5454,2015-04-19,11:00:00,19:15:00,double,22,4,0,8,1237,74.22,173.18,20,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5455,2015-04-18,11:00:00,19:15:00,double,50,8,0,12,1143,91.44,125.73,19,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5456,2015-04-17,11:00:00,19:15:00,double,49,5,0,12,1184,71.04,130.24,17,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5457,2015-04-16,11:00:00,19:15:00,double,52,14,0,12,413,33.04,57.82,22,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5458,2015-04-15,11:00:00,19:15:00,double,50,13,0,12,986,69.02,153.82,20,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5459,2015-04-12,11:00:00,19:15:00,double,40,8,0,9,563,33.78,78.82,20,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5460,2015-04-11,11:00:00,19:15:00,double,50,8,0,16,1160,92.8,104.4,17,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5461,2015-04-10,11:00:00,19:15:00,double,46,12,0,8,908,72.64,108.96,18,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5462,2015-04-09,11:00:00,19:15:00,double,31,13,0,5,816,48.96,116.69,19,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5463,2015-04-08,11:00:00,19:15:00,double,27,10,0,8,1081,64.86,178.37,21,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5464,2015-04-05,11:00:00,19:15:00,double,57,14,0,12,864,69.12,69.12,16,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5465,2015-04-04,11:00:00,19:15:00,double,57,8,0,14,1531,107.17,220.46,19,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5466,2015-04-03,11:00:00,19:15:00,double,23,7,0,13,1035,82.8,102.47,17,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5467,2015-04-02,11:00:00,19:15:00,double,49,5,0,6,973,77.84,107.03,19,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5468,2015-04-01,11:00:00,19:15:00,double,58,9,0,6,655,45.85,91.7,21,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5469,2015-03-29,11:00:00,19:15:00,double,57,8,0,10,902,63.14,117.26,20,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5470,2015-03-28,11:00:00,19:15:00,double,53,11,0,8,1583,126.64,156.72,17,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5471,2015-03-27,11:00:00,19:15:00,double,21,4,0,7,1161,81.27,127.71,17,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5472,2015-03-26,11:00:00,19:15:00,double,56,11,0,12,415,33.2,64.74,21,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5473,2015-03-25,11:00:00,19:15:00,double,29,4,0,8,467,37.36,60.71,21,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5474,2015-03-22,11:00:00,19:15:00,double,54,6,0,6,554,38.78,79.78,19,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5475,2015-03-21,11:00:00,19:15:00,double,58,11,0,18,1500,105,162,16,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5476,2015-03-20,11:00:00,19:15:00,double,49,8,0,8,747,52.29,80.68,16,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5477,2015-03-19,11:00:00,19:15:00,double,26,12,0,6,612,48.96,55.08,17,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5478,2015-03-18,11:00:00,19:15:00,double,59,14,0,9,1124,78.68,202.32,22,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5479,2015-03-15,11:00:00,19:15:00,double,56,6,0,8,799,55.93,95.88,17,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5480,2015-03-14,11:00:00,19:15:00,double,55,5,0,16,1574,125.92,141.66,17,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5481,2015-03-13,11:00:00,19:15:00,double,46,7,0,14,1305,91.35,143.55,18,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5482,2015-03-12,11:00:00,19:15:00,double,21,4,0,7,680,54.4,95.2,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5483,2015-03-11,11:00:00,19:15:00,double,21,10,0,12,758,53.06,90.96,19,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5484,2015-03-08,11:00:00,19:15:00,double,37,4,0,6,788,63.04,94.56,18,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5485,2015-03-07,11:00:00,19:15:00,double,41,4,0,16,860,51.6,120.4,20,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5486,2015-03-06,11:00:00,19:15:00,double,43,10,0,10,715,57.2,78.65,18,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5487,2015-03-05,11:00:00,19:15:00,double,58,6,0,5,1200,72,192,22,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5488,2015-03-04,11:00:00,19:15:00,double,50,14,0,10,695,55.6,97.3,22,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5489,2015-03-01,11:00:00,19:15:00,double,31,12,0,6,628,50.24,69.08,19,32,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5490,2015-02-28,11:00:00,19:15:00,double,40,7,0,11,1352,94.64,162.24,17,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5491,2015-02-27,11:00:00,19:15:00,double,53,10,0,14,891,62.37,147.02,22,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5492,2015-02-26,11:00:00,19:15:00,double,43,14,0,11,737,44.22,97.28,18,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5493,2015-02-25,11:00:00,19:15:00,double,53,15,0,5,1093,76.51,144.28,18,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5494,2015-02-22,11:00:00,19:15:00,double,55,9,0,9,1091,87.28,152.74,22,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5495,2015-02-21,11:00:00,19:15:00,double,30,12,0,14,1263,101.04,176.82,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5496,2015-02-20,11:00:00,19:15:00,double,51,10,0,14,1232,86.24,149.07,18,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5497,2015-02-19,11:00:00,19:15:00,double,59,15,0,10,1141,91.28,150.61,19,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5498,2015-02-18,11:00:00,19:15:00,double,58,10,0,11,975,58.5,175.5,21,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5499,2015-02-15,11:00:00,19:15:00,double,35,8,0,7,699,55.92,76.89,18,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5500,2015-02-14,11:00:00,19:15:00,double,25,4,0,8,1013,60.78,178.29,22,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5501,2015-02-13,11:00:00,19:15:00,double,28,10,0,16,704,49.28,116.16,22,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5502,2015-02-12,11:00:00,19:15:00,double,20,6,0,12,902,72.16,81.18,17,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
